fips,T001_001,T002_002,T002_003,T004_002,T004_003,T007A004,T007A005,T007A006,T007A009,T012_001,T012_002,T013_002,T013_003,T013_005,T014_010,T017_001,T017_002,T017_006,T017_009,T151_001,T151_002,T151_003,T152_001,T152_002,T152_003,T030_001,T030_002,T033_001,T033_002,T033_006,T033_007,T034_001,T034_002,T034_006,T034_007,T056A001,T056A004,T056A008,T056A012,T057_001,T095_001,T095_003,T117_001,T117_005,T117_007,T134_001,T134_002,T134_003,T134_004,T134_005,T145_001,T145_002,year
21035,37198,96.612808,385.021410137808,17619,19579,5579,6684,14748,27367,33.599998,33.200001,34289,1422,717,885,14998,8841,1020,3223,10798,1578,9220,11652,1518,10134,2980,31,31150,19398,1934,11752,14528,9610,895,4918,14998,3967,7670,11840,39037,18035,3037,33845,3912,20767,1412,289,648,209,266,36680,4600,2012
21037,90119,595.59857,151.308277876191,44184,45935,16967,20515,30618,67712,36.900002,35.599998,84869,2390,615,1485,35235,22536,4238,7346,28552,3871,24681,30949,3435,27514,5583,176,72133,49158,3947,22975,34975,24967,2214,10008,35235,5954,13450,23713,53580,39497,4262,87498,5780,62831,1738,310,592,251,585,88973,10058,2012
21039,5081,26.82197,189.434242938577,2436,2645,928,1141,1519,3414,43.200001,42.200001,4943,55,0,72,2085,1559,218,357,1705,255,1450,1857,327,1530,269,37,4094,2386,174,1708,1954,1315,79,639,2085,467,1055,1597,37768,2447,362,5012,589,2920,36,0,28,0,8,5022,751,2012
21041,10851,84.39817,128.569133138841,5551,5300,2249,2734,3704,8161,36.599998,34.799999,10322,134,121,754,4268,3023,536,739,3546,979,2567,3601,860,2741,595,58,8428,5121,769,3307,4223,2709,440,1514,4268,1077,2092,3183,40938,4694,426,10423,1142,5495,554,0,348,121,85,10482,2417,2012
21043,27594,67.385277,409.495914266784,13781,13813,5216,6377,9056,19769,39.200001,38,27108,164,84,346,10412,7158,885,1970,9046,2466,6580,9492,2213,7279,1673,117,21989,11539,1117,10450,10800,6228,736,4572,10412,2958,5713,8551,35415,12290,1878,26792,3658,13677,90,24,21,29,16,27308,4704,2012
21045,15984,35.981369,444.229863613268,7881,8103,3196,3864,5068,11103,41.099998,39.299999,15599,132,8,390,6162,4229,609,1086,5216,2078,3138,5700,1643,4057,727,80,12512,6800,562,5712,6043,3596,278,2447,6162,2210,3924,5353,28416,7483,1321,15537,2379,7220,159,0,59,61,39,15722,3775,2012
21047,73722,102.748,717.503024724439,37795,35927,18198,20849,31347,59555,28.9,26.700001,53326,15466,974,4636,26100,18708,4209,3917,20417,3551,16866,21958,3051,18907,3939,264,54617,34529,3854,20088,27945,20015,1707,7930,26100,6458,13985,21318,37750,29452,3352,68359,10202,34550,2409,201,1312,438,458,64700,10200,2012
21049,35555,140.83231,252.46345234032,17408,18147,6911,8311,10905,25697,40.299999,39,33057,1843,163,886,14547,10476,1759,2482,11704,2570,9134,12946,2277,10669,1719,40,28170,17549,1468,10621,13453,9236,768,4217,14547,2985,6450,10519,45486,15710,1163,35016,4102,22737,533,0,308,72,153,35177,5034,2012
21051,21833,46.527699,469.247357130612,11721,10112,3867,4839,6839,16564,37.400002,36,20336,1025,39,215,6971,4725,871,1158,8042,3278,4764,6952,2406,4546,1196,93,17613,6706,1747,10907,9519,3628,1057,5891,6971,3198,4808,6354,22296,8928,1957,19916,2735,8507,148,0,23,28,97,20097,3597,2012
21053,10244,51.935211,197.245775656103,5060,5184,1962,2443,3257,7168,41.5,41.200001,9834,126,13,164,3908,2581,543,827,3428,1333,2095,3559,1121,2438,624,69,8143,4062,421,4081,3980,2326,279,1654,3908,1501,2663,3537,26885,5301,1393,10084,1562,3919,116,0,95,0,21,10090,1456,2012
21055,9321,25.89513,359.951826803831,4629,4692,1777,2126,2776,6287,42.400002,41.799999,9104,61,3,88,3835,2463,249,627,3233,657,2576,3312,797,2515,448,72,7393,3944,390,3449,3665,2124,212,1541,3835,1066,2120,3067,32839,4575,740,9139,1140,4903,61,0,23,3,35,9164,1889,2012
21057,6857,22.46858,305.181682695055,3412,3445,1233,1533,2070,4598,43.299999,43.5,6543,249,0,41,2605,1712,338,490,2314,648,1666,2473,797,1676,414,57,5545,3106,378,2439,2724,1574,194,1150,2605,928,1611,2321,29885,3683,1078,6767,1029,3100,42,13,29,0,0,6767,1512,2012
21059,96711,210.99989,458.346253341714,46961,49750,19647,23604,31967,70386,39,36.799999,88633,4689,662,2468,37582,25329,4528,6855,30580,3820,26760,34164,4087,30077,4933,215,75590,45874,3111,29716,36111,24231,1789,11880,37582,8374,16790,28116,45507,41589,4007,93718,9339,60207,1848,120,599,577,552,94645,11697,2012
21061,12141,40.08474,302.883355444118,6085,6056,2165,2693,3909,8395,41.700001,40.599998,11921,146,12,216,4819,3433,413,786,3945,1042,2903,4287,842,3445,726,78,9830,5389,549,4441,4916,3034,462,1882,4819,1423,2599,3811,35243,6467,1648,11993,1700,6406,187,4,9,112,62,12044,1636,2012
21063,7774,33.177521,234.315266325558,4356,3418,1298,1570,2373,5535,40.900002,40.099998,7468,227,6,88,2508,1747,258,375,2972,857,2115,2429,735,1694,459,20,6365,2374,349,3991,3625,1367,212,2258,2508,1099,1723,2226,24841,3369,861,6723,1072,2802,26,6,20,0,0,6780,1139,2012
21065,14647,57.875469,253.077855186974,7210,7437,2735,3313,4350,10340,41.700001,40.099998,14386,38,0,10,5801,3912,815,985,4993,1451,3542,5304,1463,3841,567,65,11582,5562,796,6020,5690,2919,531,2771,5801,2108,3693,4980,28684,6879,1078,14519,2159,6432,12,0,0,0,12,14522,2514,2012
21067,296766,1046.2419,283.649388336934,145843,150923,53082,62555,105067,233156,33.799999,32.700001,227058,42188,10168,19968,122793,71218,15294,27340,92889,11629,81260,98810,10101,88709,17363,786,240475,166825,12907,73650,117082,86582,7146,30500,122793,25974,51747,83602,48779,134977,12184,283981,24544,184215,25639,1828,14511,5378,3922,291665,39960,2012
21069,14415,41.357979,348.542180118209,7034,7381,2905,3572,4670,10375,39.900002,38.5,13995,172,0,156,5468,3790,510,881,4671,1143,3528,5074,996,4078,710,48,11297,6695,608,4602,5439,3760,386,1679,5468,1593,3123,4314,32677,6605,1137,14298,2427,7614,56,0,27,9,20,14347,2811,2012
21071,39454,100.3039,393.344784609041,19397,20057,7298,8880,12150,28472,39.900002,38.599998,38698,351,37,242,15602,10833,2053,2563,13039,4334,8705,14265,3568,10697,1959,190,31572,13461,1239,18111,15199,6888,738,8311,15602,5411,9675,13015,29237,18235,2633,38585,5526,17406,137,0,68,37,32,38631,7252,2012
21073,49399,237.7849,207.746618131049,23991,25408,8936,10685,15698,35640,39.700001,38.599998,41306,5204,646,1330,20948,12854,2713,4456,15942,2454,13488,17759,2152,15607,2953,131,39946,24827,2234,15119,19191,12586,1334,6605,20948,3912,8912,14465,47086,23104,2156,47558,5088,31787,1479,10,725,509,235,48499,6308,2012
21075,6758,32.885059,205.503642487919,3410,3348,1142,1386,1927,4570,42.799999,39.400002,4954,1599,96,62,2961,1988,382,499,2326,510,1816,2505,516,1989,298,17,5493,2833,440,2660,2707,1621,206,1086,2961,977,1619,2490,36813,3386,425,6445,921,3255,60,0,2,19,39,6439,1196,2012
21077,8513,84.092247,101.234056682888,4283,4230,1806,2243,3012,6495,39.400002,38.5,7888,77,54,366,3019,2092,351,380,2703,767,1936,2798,618,2180,487,63,6551,4118,437,2433,3283,2251,214,1032,3019,599,1370,2312,43860,3790,771,8411,894,5320,442,0,181,153,108,8415,1524,2012
21079,16892,73.4188,230.077310010703,8305,8587,3177,3902,5107,12176,41.700001,41.400002,16092,347,0,401,6239,4723,602,880,5650,1261,4389,6135,1035,5100,878,71,13533,8310,1015,5223,6587,4332,555,2255,6239,1246,2866,4667,44115,7412,1173,16597,1753,9943,169,0,97,62,10,16794,2812,2012
21081,24683,95.683693,257.964537287431,12268,12415,5719,6895,8982,19340,35.299999,33.799999,23770,127,10,569,8674,6868,1188,1027,7619,1440,6179,8082,1196,6886,1374,159,18502,11966,1290,6536,9162,6358,784,2804,8674,1510,3645,6370,46011,9963,1289,24297,2276,14867,297,0,97,109,91,24408,3384,2012
21083,37200,67.422729,551.742701510586,18164,19036,7594,9101,12003,26274,40,38.400002,34397,1510,135,2077,14699,10275,1510,2412,12078,2118,9960,13119,2839,10280,1935,161,29109,16727,1790,12382,14009,9013,955,4996,14699,3971,7777,11285,36698,16761,2062,36407,3767,21611,1417,76,697,446,198,36738,5806,2012
21085,25772,51.886662,496.697998600766,12836,12936,5084,6158,8341,18437,39.200001,38.700001,24905,192,38,293,9945,6705,795,1774,8562,2364,6198,8869,2232,6637,1307,83,20326,11426,1336,8900,9993,6084,770,3909,9945,2871,5913,8340,33290,13518,3573,25223,3571,13076,231,62,61,75,33,25386,3868,2012
21087,11309,39.53722,286.034251896148,5542,5767,2086,2529,3362,7758,43.400002,42.5,10792,299,20,94,4480,3263,574,634,3839,1037,2802,4108,890,3218,561,0,9080,5070,529,4010,4400,2671,315,1729,4480,1442,2554,3708,33573,5325,845,11160,1554,5609,105,0,25,40,40,11182,1847,2012
21089,36922,107.2077,344.396740062116,17769,19153,6863,8360,11014,25411,42,41.200001,35913,258,148,311,14421,10151,1681,2268,12225,2294,9931,13683,2477,11206,1747,108,29490,15255,1567,14235,14049,7809,923,6240,14421,3447,6727,11148,43808,16352,1931,36288,4110,23299,378,7,126,110,135,36473,5507,2012
21091,8588,45.765469,187.652403022717,4352,4236,1824,2206,2836,6208,40,39,8347,97,0,97,3255,2489,409,452,2857,408,2449,2895,391,2504,397,12,6629,3904,244,2725,3330,2157,121,1173,3255,513,1311,2375,48867,3728,473,8518,561,5571,71,0,32,29,10,8517,1086,2012
21093,104513,167.6828,623.277834491897,51819,52694,22353,26902,37192,81349,35.5,33.900002,84415,12543,2398,5182,38908,28264,5482,5824,32334,3405,28929,34987,4704,30283,5719,142,80594,52146,4058,28448,39550,28832,1884,10718,38908,6874,15402,27633,49257,43764,4856,100271,8542,65090,4588,163,1238,989,2198,96745,11828,2012
21095,29210,62.705608,465.827517347571,14260,14950,5516,6693,9191,20701,40.599998,39.299999,28015,748,5,219,11058,7614,1596,1899,9543,3180,6363,10476,2709,7767,1466,135,23307,9329,896,13978,11202,5389,527,5813,11058,4382,7124,9524,26758,13603,2545,28759,4159,12033,104,0,87,3,14,28806,5767,2012
21097,18781,61.302872,306.364131416825,9129,9652,3680,4464,5823,13466,41.599998,41.099998,17869,446,37,356,7243,4691,845,1436,6157,1348,4809,6801,1149,5652,973,101,14863,8740,893,6123,7158,4589,489,2569,7243,2047,3775,5480,36393,8204,961,18511,1493,10757,317,31,72,36,178,18578,2866,2012
21099,18278,44.354832,412.085875301353,9042,9236,3680,4528,6027,13154,40.599998,38.5,17082,927,17,259,6957,4967,855,1098,5914,1852,4062,6337,1764,4573,1117,99,14386,7882,881,6504,7019,4351,397,2668,6957,2227,4035,5899,32445,8556,1599,17983,3149,8623,186,33,40,67,46,17978,3136,2012
21101,46254,105.9246,436.669229355503,22203,24051,9157,10943,14658,33590,39.400002,38.5,41241,3552,137,859,18665,12294,2311,3467,14805,2276,12529,16791,2666,14125,2235,197,36514,22676,2155,13838,17219,11860,1150,5359,18665,4395,8912,14132,42266,20302,1637,45116,5091,28053,463,25,235,92,111,45249,6225,2012
21103,15428,53.892139,286.275525600891,7650,7778,3140,3826,4938,11107,40.599998,40.200001,14461,460,0,479,6018,4258,758,925,5053,1163,3890,5437,917,4520,821,11,12053,7421,651,4632,5870,3875,270,1995,6018,1375,2752,4703,43083,6674,656,15191,1415,9129,257,4,122,40,91,15363,2129,2012
21105,4869,20.09705,242.274382738453,2378,2491,816,1028,1372,3166,44.700001,42.799999,4280,498,47,46,1980,1163,195,411,1673,373,1300,1824,388,1436,194,14,3930,2010,224,1920,1870,1003,144,867,1980,536,1046,1631,36125,2343,363,4684,591,2713,65,0,17,29,19,4684,646,2012
21107,46891,86.515541,541.995085691517,22862,24029,9142,10875,14298,33275,40.299999,38.599998,42516,2750,254,731,18556,12829,2326,3405,15534,3219,12315,17059,2692,14367,2117,145,37175,21839,1965,15336,17927,11735,1339,6192,18556,4764,9144,14226,40501,21236,2680,46039,4546,27940,536,0,200,87,249,46098,7271,2012
21109,13475,39.035278,345.200524481195,6687,6788,2566,3150,4215,9766,39,38.900002,13354,1,0,90,5739,4011,972,770,4512,1820,2692,4748,1386,3362,731,36,10728,5065,603,5663,5247,2735,468,2512,5739,2573,4104,4929,22213,6513,774,13342,2288,4917,0,0,0,0,0,13337,2448,2012
21111,741285,1948.615,380.416428184223,357636,383649,143258,171844,238984,549893,37.799999,36.200001,545265,152893,16620,31991,303915,187491,46274,63254,236202,27816,208386,266099,32085,234014,36871,2201,588189,389307,38751,198882,279326,199433,20300,79893,303915,62721,131338,214624,46701,337349,33434,726848,65617,475602,46852,2267,23176,12312,9097,732033,92830,2012
21113,48591,282.31619,172.115527948392,23841,24750,10327,12545,17549,37511,35.599998,34.5,45178,1489,449,1315,17960,13252,2260,2627,14851,2457,12394,16191,2209,13982,3094,50,37616,25040,1936,12576,18035,12856,1048,5179,17960,3348,7565,12705,48299,19381,1421,46683,5289,29419,1587,90,709,373,415,47926,6873,2012
21115,23339,89.096046,261.953238393382,11478,11861,4360,5245,7139,16694,39.700001,37.900002,22966,101,132,138,9329,6767,1104,1500,7799,2255,5544,8401,2247,6154,1127,119,18689,8753,718,9936,9078,4875,445,4203,9329,2833,5269,7929,34466,10607,1278,22823,3524,11269,136,4,80,40,12,22958,3678,2012
21117,159926,997.97961,160.249774130228,78908,81018,33482,39944,53778,123276,36.200001,35,145528,7493,1542,4203,62260,40265,8334,11696,51252,6509,44743,54896,6122,48774,8135,573,124387,85003,6902,39384,60518,44320,3954,16198,62260,10477,22898,41511,53900,69053,6793,157376,13782,110146,3972,108,1817,1183,864,158050,19896,2012
21119,16368,46.563759,351.517996222376,8119,8249,2869,3523,5129,11810,41.099998,40.900002,16048,157,28,55,5855,4074,684,1002,5484,1818,3666,5755,1705,4050,989,75,13274,5611,475,7663,6488,2977,379,3511,5855,1891,3347,4690,32482,7486,1631,15732,2264,8075,43,0,0,10,33,16230,2504,2012
21121,31874,82.511597,386.297215276673,15467,16407,6417,7795,10762,23121,38.799999,38.099998,30949,529,1,242,12421,8351,1671,2473,9929,3459,6470,11183,3536,7647,1863,190,25037,11702,2119,13335,11966,6055,1223,5911,12421,5434,8856,11152,24193,14489,2068,31162,3944,12187,178,1,50,0,127,31472,5459,2012
21123,14175,54.20253,261.519173061806,7156,7019,2623,3280,4500,10122,39.5,37.200001,13196,468,0,395,5269,3701,604,931,4720,1150,3570,4955,933,4022,1090,3,11407,6160,627,5247,5731,3375,359,2356,5269,1418,2693,4313,39103,6196,927,13912,1971,7802,187,0,118,7,62,13920,1986,2012
21125,58891,135.7083,433.952898623469,28882,30009,11985,14335,19107,43749,37.599998,36.5,57259,407,317,738,22490,16344,2902,3190,19185,5168,14017,20599,4653,15946,2725,259,45977,25623,2973,20354,22438,13330,1752,9108,22490,6130,12029,18271,36835,25355,2865,58124,8232,30690,730,29,348,173,180,58221,11058,2012
21127,15889,38.231911,415.595241367914,7872,8017,3055,3687,5061,11428,39.5,39.299999,15673,27,45,71,5666,4009,736,701,5222,1606,3616,5606,1470,4136,774,49,12618,5701,666,6917,6142,3042,430,3100,5666,1976,3507,4938,32622,7281,1615,15794,1839,7713,52,15,4,28,5,15805,3168,2012
21129,7831,37.494511,208.857233315367,4345,3486,1241,1533,2179,5696,41.200001,40.200001,7692,73,9,43,2828,1851,342,473,3130,1074,2056,2522,736,1786,301,58,6473,2626,271,3847,3583,1576,149,2007,2828,1287,1979,2469,22789,3436,608,6984,725,2886,67,0,47,8,12,7020,1380,2012
21131,11318,28.235411,400.844136729591,5577,5741,2055,2472,3446,8218,41.799999,41.099998,11155,32,16,13,4317,2994,456,663,3799,1773,2026,4073,1583,2490,651,17,9183,3452,280,5731,4517,1967,175,2550,4317,1615,2735,3626,26386,5298,981,11154,2257,4889,29,0,0,9,20,11149,2001,2012
21133,24336,72.018356,337.913806550455,11965,12371,4429,5399,7275,17250,41.299999,39.900002,24012,101,39,132,9324,6504,1094,1699,8187,2333,5854,8874,2187,6687,1201,92,19616,8658,903,10958,9522,4809,511,4713,9324,3391,5346,7477,29532,11614,2290,23977,2642,12372,61,0,23,12,26,24133,4013,2012
21135,13889,28.76544,482.836325110387,6919,6970,2704,3301,4315,9982,40.299999,40.099998,13381,107,14,269,4925,3577,590,696,4649,1430,3219,4925,1371,3554,709,9,10969,5557,570,5412,5397,2990,371,2407,4925,1808,3066,4043,27311,6480,1555,13521,1734,5920,44,0,5,39,0,13732,2514,2012
21137,24671,73.844353,334.094644453951,12020,12651,5036,6180,8050,17960,39.200001,39.200001,23517,637,84,376,9767,6780,1075,1665,8057,2210,5847,8564,1766,6798,1250,148,19168,10612,1124,8556,9291,5527,662,3764,9767,3078,5614,8319,34454,10865,1098,24351,3138,11994,41,0,20,0,21,24464,4176,2012
21139,9479,30.272039,313.127282443007,4685,4794,1600,1938,2662,6306,44.700001,44.299999,9275,77,33,84,3553,2611,415,462,3341,768,2573,3476,546,2930,430,17,7755,3928,350,3827,3806,2154,227,1652,3553,670,1774,2877,40101,4832,1279,9366,1210,5421,55,0,40,0,15,9351,1378,2012
21141,26786,48.513809,552.131398292193,13130,13656,5358,6522,8564,19078,40.5,39.700001,24414,2087,4,635,10899,7553,1269,1866,8794,2355,6439,9428,2094,7334,1487,61,21165,12557,1232,8608,10276,7076,572,3200,10899,2941,5845,8875,35962,12340,1441,26453,3363,15273,412,0,302,57,53,26391,3923,2012
21143,8336,38.982391,213.840138255467,4616,3720,964,1196,1692,5163,47.700001,45.099998,7710,557,0,44,3278,2081,262,540,3713,671,3042,2931,332,2599,329,2,7334,3131,292,4203,4099,1742,140,2357,3278,866,1698,2472,38414,4774,1496,6854,762,4214,39,0,4,35,0,6854,780,2012
21145,65558,263.55649,248.743626611397,31447,34111,12164,14675,19573,45376,42.099998,40.599998,56034,6400,489,1378,27293,17835,3103,5605,21567,2969,18598,24418,3049,21369,3056,144,52507,31212,2352,21295,24776,16307,1202,8469,27293,6197,12357,20003,44757,31166,3873,64198,6342,41117,1357,16,464,430,447,64403,8509,2012
21147,18204,42.652,426.803002948276,9906,8298,3349,4118,5796,13711,38.599998,37.5,16582,1152,0,269,6287,4402,642,1042,6841,2464,4377,5567,1445,4122,956,95,14524,5781,1036,8743,8024,3168,631,4856,6287,2863,4526,5786,21758,7494,1207,16396,3264,6318,172,5,34,24,109,16581,2927,2012
21149,9554,37.84148,252.474275556489,4676,4878,1860,2277,2997,6679,42.200001,41.200001,9393,51,0,108,3699,2576,438,609,3157,652,2505,3400,719,2681,497,3,7552,4316,369,3236,3644,2298,242,1346,3699,856,1811,2985,40563,4277,578,9434,1246,5564,53,0,35,1,17,9453,1134,2012
21151,83174,190.2021,437.292775101661,40340,42834,15013,17837,31976,64575,33.599998,32.900002,76249,3583,915,1796,31281,20213,3826,5909,24558,3785,20773,26640,4143,22497,6239,185,67181,42607,3891,24574,32274,22188,1971,10086,31281,7514,14885,23525,42020,35005,3724,77259,8111,46294,1782,22,913,412,435,82510,12137,2012
21153,13229,42.8895,308.443795106387,6595,6634,2636,3183,4248,9798,39.400002,38.700001,13021,37,0,58,4985,3609,658,731,4399,1638,2761,4582,1465,3117,736,50,10459,4151,660,6308,5148,2312,518,2836,4985,2131,3376,4431,25461,5944,959,13055,1801,5721,0,0,0,0,0,13126,2573,2012
21155,19872,57.934471,343.008254864501,10312,9560,4014,4903,6456,14866,38.200001,36.299999,17544,1815,127,488,7423,4898,882,1411,6852,1183,5669,6564,1129,5435,1070,49,15544,8713,664,6831,8126,4779,491,3347,7423,2030,3979,5971,37710,8151,728,18481,1804,11095,424,5,379,25,15,18506,2056,2012
21157,31393,104.2082,301.252632830731,15435,15958,5334,6524,8799,20737,43.900002,42.900002,30869,112,76,360,12272,9008,1190,1878,10946,1640,9306,11648,1635,10013,1570,78,25687,14623,1089,11064,12508,7717,670,4791,12272,2460,5121,9243,44802,15740,3468,30758,2620,21215,423,20,94,120,189,30796,3252,2012
21159,12934,56.331581,229.604795080132,6779,6155,2304,2802,3979,9867,38.599998,37.599998,11776,887,3,385,4408,3296,649,580,4733,1536,3197,4222,1231,2991,626,116,10517,3248,415,7269,5558,1645,250,3913,4408,1788,2982,3648,25340,5200,792,11429,1701,4616,132,0,35,43,54,11484,1836,2012
21161,17495,72.857117,240.127531092808,8536,8959,3526,4263,5674,12494,40.799999,37.299999,15781,1244,20,252,6728,4719,931,1190,5510,1289,4221,6311,1077,5234,956,91,13748,7907,624,5841,6449,3959,330,2490,6728,1662,3429,5210,39192,8112,1384,17058,1716,9999,201,10,22,58,111,17126,2462,2012
21163,28979,94.881409,305.423376478964,14518,14461,6568,7863,10400,22807,35.599998,35.099998,26621,1244,222,910,10253,7724,1163,1151,9248,1371,7877,9331,1262,8069,1483,32,21904,13604,1425,8300,10893,7316,727,3577,10253,1919,4437,7676,45629,11855,1602,28792,3565,17379,554,29,283,87,155,27955,3829,2012
21165,6331,31.097601,203.584869119085,3076,3255,1129,1446,1957,4563,41.599998,40.900002,6120,72,7,59,2352,1499,229,410,2075,749,1326,2299,566,1733,445,13,5144,2285,345,2859,2532,1114,186,1418,2352,842,1559,2039,25988,3991,1639,6135,1008,2459,21,0,0,21,0,6244,1089,2012
21167,21283,85.543556,248.797223770921,10146,11137,4098,4977,6530,14900,42.299999,41.299999,20052,761,27,471,8486,5731,919,1729,6844,1199,5645,7909,1257,6652,1091,25,16875,10449,1377,6426,8000,5374,746,2626,8486,2126,3956,6392,44431,9949,1463,21041,2745,13518,241,0,92,20,129,21156,2888,2012
21169,10074,34.780449,289.645450094749,5048,5026,1946,2350,3146,7090,41.900002,39.799999,9707,189,0,122,3947,2714,351,655,3392,1108,2284,3536,1062,2474,523,12,8027,4584,345,3443,3983,2539,176,1444,3947,1109,2246,3384,34100,4689,742,9914,1644,5050,64,0,16,48,0,9984,1912,2012
21171,10925,33.169041,329.373448834512,5474,5451,2002,2459,3360,7561,42.099998,40,10546,248,0,290,4441,2826,467,828,3663,1056,2607,3902,1048,2854,590,37,8823,4669,367,4154,4367,2582,174,1785,4441,1740,2908,3945,27586,5216,775,10735,1772,4881,202,11,172,13,6,10741,1437,2012
21173,26517,134.3546,197.365720613377,12798,13719,5492,6510,8669,19781,37.299999,35.799999,25221,830,0,659,10093,7017,1280,1866,8491,1868,6623,9357,2092,7265,1287,176,20618,11746,1325,8872,9829,6349,796,3480,10093,2886,5469,7905,35832,11671,1578,26027,3001,13710,294,0,176,63,55,26123,4208,2012
21175,13898,36.465561,381.126683212432,7896,6002,2445,2995,4081,10296,38.599998,36.5,13074,512,53,135,4666,3403,575,716,5558,1769,3789,4259,1245,3014,604,56,11238,4839,451,6399,6410,2668,311,3742,4666,1707,2843,3801,29154,5831,1165,12069,1502,5884,106,0,51,25,30,12152,1830,2012
21177,31399,67.224197,467.078859052629,15805,15594,5572,6772,9469,22045,41,38.599998,29303,1434,12,364,11974,8623,1381,1872,10841,2558,8283,11089,2291,8798,1685,128,25509,12798,996,12711,12791,7080,632,5711,11974,3131,6144,9689,38835,13722,1748,29979,3572,17123,221,0,121,75,25,30068,4526,2012
21179,43500,104.1886,417.512284999004,21487,22013,9378,11255,14679,32994,37.5,35.900002,40377,2244,151,859,16548,12177,2145,2213,13945,2452,11493,14876,1893,12983,2354,142,33595,21721,2305,11874,16215,11229,1263,4986,16548,3261,7408,12388,43722,18118,1570,43100,4547,26943,603,0,280,209,114,43164,5599,2012
21181,7092,36.337429,195.170633995215,3492,3600,1395,1696,2185,5042,39.400002,38.400002,7010,33,4,108,2731,1902,356,441,2361,634,1727,2546,514,2032,389,26,5629,3473,234,2156,2732,1801,96,931,2731,716,1312,2292,41832,3249,518,6921,1049,4220,26,0,13,3,10,6960,1233,2012
21183,23975,40.824219,587.273936404339,11890,12085,5045,5997,7810,17260,39,38.099998,22926,367,11,817,8719,6266,1067,1191,7850,2017,5833,8315,1705,6610,1190,70,18613,9906,946,8707,9041,5436,636,3605,8719,2254,4548,7308,38286,10233,1514,23502,3055,12491,333,0,47,110,176,23644,3303,2012
21185,60357,322.38809,187.218436533297,31760,28597,13479,16553,20549,47189,39.200001,38.700001,54997,2652,846,2048,19446,15936,1800,1867,21075,2127,18948,18733,1156,17577,3142,47,45573,29490,1877,16083,24335,15698,842,8637,19446,1879,4215,8745,83164,20699,1253,55878,1827,47164,2103,16,1043,469,575,55940,3756,2012
21187,10870,30.9596,351.102686190052,5499,5371,2171,2617,3427,7828,40.599998,39.200001,10615,142,22,244,4578,2975,435,727,3633,789,2844,3810,516,3294,517,2,8522,5469,377,3053,4309,2958,213,1351,4578,1137,2190,3582,41719,5639,1061,10765,942,7450,164,0,62,99,3,10799,1065,2012
21189,4764,24.132851,197.40729609558,2466,2298,850,978,1347,3001,43.900002,42.599998,4581,43,44,0,1642,1135,185,262,1739,785,954,1678,620,1058,196,8,3881,1372,212,2509,1952,699,118,1253,1642,835,1256,1450,19624,2164,522,4695,755,1510,28,0,26,2,0,4699,814,2012
21191,14771,53.294701,277.157040109838,7347,7424,2891,3625,4939,10990,39.400002,39.200001,14509,69,0,100,5477,3839,670,766,4901,1032,3869,4931,707,4224,859,18,11596,7070,524,4526,5761,3706,276,2055,5477,1101,2335,4188,48761,6319,842,14601,1482,9435,8,0,0,0,8,14726,1618,2012
21193,28617,84.249481,339.669737465965,14026,14591,5139,6274,8865,20937,41.200001,40,27619,311,158,187,11031,7673,1640,1924,9541,3491,6050,10211,2779,7432,1645,84,23238,11492,1336,11746,11360,6263,808,5097,11031,3580,6174,8933,32676,12822,1791,27899,3643,13699,203,0,46,102,55,28161,5329,2012
21195,64887,82.466057,786.83284092436,31763,33124,11728,14260,19536,46598,40.5,39.099998,63550,358,365,443,26822,18757,3390,4437,21605,7094,14511,23746,5774,17972,3095,218,52145,23647,2051,28498,25177,12734,1194,12443,26822,8415,15409,21976,33227,30442,3620,63607,7822,33789,542,14,247,73,208,64210,9269,2012
21197,12638,70.611458,178.979460908699,6340,6298,2575,3134,4212,9333,37.900002,36.700001,12362,116,23,134,4678,3125,703,857,4155,1196,2959,4271,1235,3036,675,38,9788,4825,620,4963,4888,2519,355,2369,4678,1831,2997,4099,27555,5608,930,12410,2119,5506,45,0,0,6,39,12518,1879,2012
21199,63045,95.753731,658.407770229051,30878,32167,11817,14289,19157,44155,40.900002,39.900002,60544,714,286,1309,26375,17928,3047,4441,20996,4797,16199,22892,4648,18244,3185,146,50480,27950,2559,22530,24438,14544,1412,9894,26375,8378,15234,21650,32788,31205,4830,61917,8827,32213,788,0,467,211,110,62228,9496,2012
21201,2251,22.530081,99.9108876180121,1129,1122,471,570,834,1636,38.599998,38.700001,2250,0,0,0,824,527,89,137,717,246,471,700,114,586,171,0,1766,845,142,921,889,490,71,399,824,306,493,715,29136,1028,204,2209,202,1225,7,0,0,7,0,2204,353,2012
21203,17090,53.989208,316.544725303747,8441,8649,3238,3952,5328,12307,41.299999,40.599998,16764,70,7,22,6497,4638,899,1058,5723,1778,3945,6039,1379,4660,929,25,13646,6834,712,6812,6731,3545,469,3186,6497,2447,4004,5539,28178,7705,1208,16740,2605,7444,7,0,0,0,7,16803,2727,2012
21205,23351,83.457443,279.795310248542,11408,11943,3872,4645,9749,17919,32,30.6,22261,243,141,304,8139,5423,1133,1626,6547,1870,4677,7055,1332,5723,2772,145,19268,10065,753,9203,9304,5009,561,4295,8139,2616,4593,6495,33615,10054,1915,20507,1938,10403,256,0,88,16,152,23096,3899,2012
