fips,T001_001,T002_002,T002_003,T004_002,T004_003,T007A004,T007A005,T007A006,T007A009,T012_001,T012_002,T013_002,T013_003,T013_005,T014_010,T017_001,T017_002,T017_006,T017_009,T151_001,T151_002,T151_003,T152_001,T152_002,T152_003,T030_001,T030_002,T033_001,T033_002,T033_006,T033_007,T034_001,T034_002,T034_006,T034_007,T056A001,T056A004,T056A008,T056A012,T057_001,T095_001,T095_003,T117_001,T117_005,T117_007,T134_001,T134_002,T134_003,T134_004,T134_005,T145_001,T145_002,year
32510,55184,381.46841,144.6620571215,28536,26648,9742,11832,16544,38415,41.599998,40.400002,46852,535,1671,11800,21122,13156,2362,4309,19897,2871,17026,18743,2424,16319,2662,107,44880,28404,4768,16476,23235,15779,3124,7456,21122,3787,7756,14065,53987,23511,2389,53377,4515,35523,6547,2,1926,1899,2720,53610,11100,2012
33001,60206,150.4277,400.2321060947,29442,30764,10000,12550,16728,40524,44.5,43.799999,58087,396,680,770,25127,17190,2715,4214,20940,2632,18308,22538,1827,20711,3208,103,49497,32686,1944,16811,24066,16689,1055,7377,25127,3632,8364,16249,57163,37312,12185,59226,4242,43848,2019,97,450,516,956,59467,7075,2012
33003,47761,51.29739,931.060993332788,23783,23978,7085,8823,11654,29509,48.200001,47.400002,46531,63,250,498,20632,13694,1608,3545,17700,1849,15851,18407,1194,17213,2086,62,40111,24736,1436,15375,19795,12955,916,6840,20632,3021,7521,14711,50865,39778,19146,47252,3439,34314,1373,13,344,97,919,47400,7422,2012
33005,77106,109.1133,706.6602872291299,37537,39569,12195,15103,25595,54774,41.099998,40.599998,74213,450,963,1119,30173,19097,2606,5798,24870,2503,22367,26641,2154,24487,6110,139,63919,43658,3861,20261,30927,22186,2122,8741,30173,4286,10631,19564,56062,34700,4527,72056,5584,52814,2351,102,566,495,1188,76393,8332,2012
33007,32872,18.316311,1794.68494834725,16704,16168,4897,6182,8324,21168,46.599998,45.200001,31875,195,123,398,14704,9112,1407,2743,12306,1939,10367,12242,1886,10356,1616,79,27667,16560,1274,11107,13964,8756,850,5208,14704,3393,7115,11538,41774,21240,6536,31690,4141,20175,923,24,113,136,650,31791,4697,2012
33009,88985,52.076099,1708.74940269994,43977,45008,13190,16294,28905,62323,41.200001,40.099998,83441,859,2588,1641,34816,21853,2864,6894,29143,2893,26250,30937,2409,28528,6116,147,74680,47725,2602,26955,36709,25069,1601,11640,34816,5075,12556,22599,53386,50998,16182,82356,6965,59461,5068,466,1799,1206,1597,88381,10483,2012
33011,401101,457.80539,876.138657013083,198575,202526,76235,93656,128185,303249,39.200001,38.299999,366151,8321,13390,21391,153747,104156,16064,25518,132882,13109,119773,140034,12543,127491,21790,614,318816,230585,15604,88231,157049,122459,8419,34590,153747,17695,41554,81157,70472,165960,12213,393052,22328,312697,33175,1003,11087,9134,11951,397245,39178,2012
33013,146742,157.0918,934.116204399403,72352,74390,25568,31779,45135,106124,41.5,40.400002,140170,1517,2249,2408,57224,38335,5593,10305,49133,4654,44479,52474,3295,49179,8471,311,119066,81408,5158,37658,58058,41962,3068,16096,57224,6729,17332,32459,65487,63397,6173,140119,9463,108449,5326,352,1542,959,2473,143302,13650,2012
33015,295872,425.8866,694.720154687975,146191,149681,53807,67047,89011,216636,42.299999,41.599998,283117,2284,5134,6349,115552,81230,9568,18090,100475,6630,93845,106386,5751,100635,15918,313,238038,173005,10673,65033,116657,91177,5827,25480,115552,9929,26288,55078,77939,126644,11092,293363,13852,248392,12943,257,3167,2542,6977,293692,25354,2012
33017,123295,334.15549,368.974904903034,60043,63252,20775,25233,44498,94110,36.700001,36,115715,1098,3054,2276,46821,30114,4725,9487,38048,3718,34330,40749,3468,37281,9526,181,101183,71137,5007,30046,48457,35976,2677,12481,46821,6696,15353,28787,58538,51678,4857,115601,7085,84737,5289,377,1410,1326,2176,121849,14174,2012
33019,43534,81.021606,537.313426934797,21444,22090,7330,9068,12101,29605,44.200001,43.099998,42140,156,253,505,18049,12463,1707,2966,15265,1878,13387,16168,1311,14857,2125,98,35671,23830,1367,11841,17336,12186,743,5150,18049,2869,6571,11992,53821,22288,4239,42952,3824,31005,1158,63,158,278,659,43131,5797,2012
34001,274402,493.79129,555.704443418271,133243,141159,51803,63666,89084,200826,40.099998,38.599998,180960,44727,20948,46303,101018,67511,15599,18189,87796,14500,73296,97522,15652,81870,15866,847,218922,147279,17451,71643,104679,75821,9803,28858,101018,17015,37347,64681,54559,126824,25806,266648,23671,183227,44427,1133,15272,14327,13695,271298,34597,2012
34003,906781,3891.616,233.008844828625,437214,469567,165585,203207,271357,653669,41.200001,39.799999,666754,50694,132801,146451,334527,238896,36917,56545,298322,26309,272013,337102,30082,307020,45255,964,728195,483186,33805,245009,346058,257034,17855,89024,334527,35838,79788,150934,84255,352985,18458,896852,41895,748072,265803,6459,71316,70495,117533,900892,105785,2012
34005,449117,562.39697,798.5763764156439,220812,228305,84346,103717,141371,330541,40.299999,38.700001,333460,72612,19759,29225,165620,115689,19119,27995,147191,12956,134235,160555,13437,147118,24119,525,358651,244622,21175,114029,174863,126186,11118,48677,165620,14693,37508,79756,78229,175844,10224,436462,20176,366351,42731,830,13140,9719,19042,433728,34620,2012
34007,513660,2321.4929,221.262739441264,247930,265730,102244,124674,171081,386116,37.700001,36,332006,97391,26329,73288,188861,127420,29688,35038,160292,21821,138471,182287,24160,158127,28123,1515,403692,274435,31116,129257,191786,140227,16710,51559,188861,29930,62272,110080,62320,205174,16313,506571,36158,372092,53203,1132,16609,15884,19578,507354,60318,2012
34009,96987,385.74939,251.424893088308,47267,49720,14556,18244,25915,60559,47.299999,45.299999,88060,4685,944,5975,43514,28604,4350,8550,33677,4220,29457,37395,3385,34010,4919,282,81257,49115,4791,32142,39203,26234,2679,12969,43514,6439,14975,26972,56370,98519,55005,94742,7112,71231,4689,422,1460,1087,1720,94305,9433,2012
34011,156864,324.2984,483.702676614718,80801,76063,31159,37675,52519,119439,36.799999,35.299999,100432,31654,2060,42250,50733,35338,9138,8752,53709,13089,40620,50636,10833,39803,8829,466,123839,73603,9774,50236,64003,38363,5661,25640,50733,9771,19855,34002,51530,55880,5147,145554,14747,93691,16117,413,6512,4209,4983,146269,22228,2012
34013,783840,6210.4902,126.212254265271,375925,407915,161137,194431,268602,606980,36.299999,34.799999,339640,317719,36585,159546,277453,182400,57488,53077,239326,42862,196464,275912,45055,230857,43937,1632,611987,404083,51252,207904,288169,203936,25812,84233,277453,55331,107008,171364,55027,312940,35487,763865,66939,510393,191733,4647,62253,51833,73000,771105,133532,2012
34015,288187,894.9762,322.005210834954,139890,148297,57064,69904,96787,217327,38.700001,37.200001,239402,28656,7763,13801,104091,75573,12750,15862,90213,8867,81346,101187,8841,92346,16048,321,226603,156929,15574,69674,108509,80894,9193,27615,104091,11726,26192,52102,74915,109884,5793,283211,13972,231298,14655,406,4324,3126,6799,286537,24633,2012
34017,636194,13773.11,46.191009379194,314989,321205,109493,131268,194261,506978,34.200001,33.299999,355293,82956,85911,268575,243156,149863,41979,44726,214721,37750,176971,227212,43156,184056,30862,1199,520536,362279,37967,158257,255923,194680,19048,61243,243156,44786,87863,146630,58722,269862,26706,629507,60253,412273,259303,10503,91194,68283,89323,632492,133289,2012
34019,127996,299.18259,427.819050899078,63852,64144,23856,29881,39004,92975,43.400002,42.700001,116882,3366,4101,6799,47422,34445,3801,7021,43060,2782,40278,45932,2343,43589,6898,138,102095,70853,5484,31242,50513,37629,2993,12884,47422,3250,8007,16532,105880,49587,2165,123931,3784,110806,10903,181,2649,2909,5164,124030,6577,2012
34021,366442,1631.84,224.557494474878,179071,187371,67829,82751,122855,276806,37.799999,36.299999,232853,73852,32978,55297,130292,87973,17139,24326,116418,16220,100198,127169,15020,112149,22831,495,293780,196112,19911,97668,141775,101528,10649,40247,130292,17153,36521,66114,73759,143311,13019,347076,21109,266154,74249,2107,26779,22226,23137,359413,39482,2012
34023,811064,2625.5349,308.913814272499,398362,412702,152165,184774,267217,619146,37.200001,36,509495,76560,176635,149204,280141,202594,32312,44120,261140,29092,232048,282707,31821,250886,46815,1358,648363,433031,36463,215332,315235,232401,19961,82834,280141,28336,66919,132618,79442,295165,15024,787665,41880,631569,245544,6949,86958,73419,78218,801701,103642,2012
34025,629263,1342.306,468.792633788265,306128,323135,120555,149321,198889,459831,41.400002,40,525127,46100,31963,60432,233661,162228,23438,41495,204077,17522,186555,226297,17333,208964,34900,1114,499053,336723,28033,162330,239417,180631,15331,58786,233661,24729,56755,104648,84746,258480,24819,622672,30988,514613,82392,1188,24527,20370,36307,624413,60966,2012
34027,493472,1072.353,460.176810085607,241638,251834,95354,116905,152481,362138,41.200001,40.200001,407897,15367,44934,56653,179712,129878,15292,28372,163227,11408,151819,177764,11594,166170,26055,475,390984,272724,18969,118260,189468,145342,10352,44126,179712,12913,31528,67529,97979,189821,10109,485889,17482,425675,92292,2159,27832,24748,37553,489488,37996,2012
34029,575961,915.9964,628.780871571606,276133,299828,112392,134436,177455,383101,42.700001,40.200001,526812,17700,9873,47476,222970,150559,21381,44793,185183,20348,164835,213323,20674,192649,26780,1370,455966,270465,27141,185501,214746,140338,14781,74408,222970,31127,73269,132660,61038,278113,55143,568350,42797,425378,45434,433,13025,9189,22787,570161,51435,2012
34031,500168,2709.575,184.592793480124,242949,257219,102360,123852,175350,383770,36.200001,34.700001,329232,62737,25657,185476,162065,115286,28158,25467,153755,27530,126225,171063,32235,138828,29918,1561,390794,252615,25194,138179,187079,133081,12718,53998,162065,29177,59376,98120,57540,175830,13765,491715,47859,322418,137389,3076,41745,39072,53496,496326,92518,2012
34033,66007,198.877,331.898692966917,32058,33949,12449,15404,20900,47191,40.900002,39.599998,52871,9535,649,4510,24950,17046,3464,4142,21313,3170,18143,23794,3268,20526,3682,175,52587,33268,3934,19319,25161,17491,2153,7670,24950,4231,8535,15279,59336,27437,2487,64994,5652,47163,2638,20,748,789,1081,65157,7102,2012
34035,323650,1072.3521,301.813240833548,157862,165788,65341,80073,101686,243905,40.200001,39,229327,28280,46139,41986,115132,83429,10708,19191,105252,6993,98259,116712,8410,108302,16453,328,253026,176762,12229,76264,121570,94403,6616,27167,115132,7839,20450,43085,98571,123357,8225,320287,12117,278304,73802,1833,21363,22270,28336,320926,26949,2012
34037,148962,287.0098,519.013691183125,74120,74842,28173,35321,46733,110018,41.799999,41,139363,2950,2649,9682,55179,40822,4688,7425,49908,3513,46395,52321,3318,49003,8482,116,118345,84460,7787,33885,58537,45116,4621,13421,55179,4379,10960,23836,85507,62060,6881,147311,5993,126155,10216,130,2009,2310,5767,147570,12423,2012
34039,536383,5214.9448,102.854963034578,260183,276200,108026,130733,176725,407441,37.900002,36.400002,317464,115746,24696,147010,184743,130257,29415,30783,169570,26853,142717,190088,26671,163417,28432,1262,420543,290919,30368,129624,201033,152766,15601,48267,184743,24399,54844,98806,69347,199758,15015,529632,36899,394211,155887,2943,47952,41769,63223,532058,85898,2012
34041,108488,303.95819,356.917496142839,52762,55726,20674,25415,34100,79293,41.400002,40.200001,97693,4020,2641,7741,41638,29719,4775,6802,35354,4150,31204,39034,3786,35248,5849,160,86111,58875,4910,27236,41390,31193,2405,10197,41638,4618,10355,21343,73056,45033,3395,106829,5534,87482,9669,125,2581,2593,4370,107504,10041,2012
35001,661924,570.2171,1160.82798839222,324280,337644,131785,157870,226377,500584,36,34.599998,462080,18731,14963,316307,263530,162529,36359,53239,209355,28145,181210,226192,27788,198404,35816,3005,521415,340551,27066,180864,252636,178003,15445,74633,263530,51948,110492,183174,48398,284375,20845,653181,68841,410385,72880,1807,24887,19081,27105,654653,111230,2012
35003,3686,.5323751,6923.68986420014,2022,1664,332,436,563,1614,57.599998,57.200001,3376,0,0,798,1681,1010,49,265,1658,207,1451,1465,239,1226,187,9,3352,1350,155,2002,1780,767,109,1013,1681,473,944,1494,34738,3551,1870,3615,318,2048,81,1,0,0,80,3646,616,2012
35005,65343,10.7733,6065.27459432244,32323,33020,15083,18273,24951,48618,34.799999,32.5,53373,1036,470,34009,23563,16207,3514,4137,19381,4900,14481,21011,4027,16984,4314,416,48971,28950,1886,20021,23889,15353,950,8536,23563,5420,12391,18686,38155,26693,3130,63292,8718,32623,8852,286,2130,1931,4505,64297,12793,2012
35006,27293,6.012362,4539.48024469611,13764,13529,5877,6897,9351,20534,37.200001,37.299999,12865,116,52,10004,8027,5634,1396,1250,8950,1872,7078,8992,1589,7403,1497,126,21059,11296,2190,9763,10607,6141,1405,4466,8027,2286,4467,6727,35674,11087,3060,25614,3354,11099,1171,75,368,290,438,25706,7296,2012
35007,13614,3.6226139,3758.05985201476,6912,6702,2206,2759,3760,8685,46.299999,45,10981,83,58,6464,5717,3379,597,1169,4961,792,4169,4893,547,4346,732,94,11257,6292,498,4965,5685,3255,194,2430,5717,1608,2937,4599,38263,9991,4274,13136,1781,7451,533,12,180,111,230,13156,2236,2012
35009,48101,34.24054,1404.79692106682,24229,23872,11419,13414,18965,37898,31.6,30.200001,33410,3081,641,18986,17697,12150,2364,2861,14238,2795,11443,14898,2768,12130,2850,160,36028,23675,1674,12353,18098,13497,805,4601,17697,4245,8669,13105,41250,20135,2438,46887,6718,27318,4488,75,1962,869,1582,45794,8148,2012
35011,2069,.8908031,2322.62324613087,973,1096,449,539,657,1272,47,45.200001,1624,2,0,904,751,492,73,146,659,133,526,753,168,585,133,25,1583,750,32,833,750,380,21,370,751,213,453,608,32554,1175,424,2031,339,1001,88,0,12,37,39,2031,239,2012
35013,208794,54.837391,3807.51137379787,102390,106404,46067,55667,82942,160303,32.400002,30.9,186963,3340,2378,137447,73183,51238,12036,11423,60378,13910,46468,65474,15107,50367,14453,860,159420,98103,11173,61317,77295,51377,5921,25918,73183,19448,37709,55771,38462,81477,8294,203483,29182,97975,36015,472,7749,9043,18751,204975,44289,2012
35015,53693,12.85836,4175.72568830435,26763,26930,11586,13958,18691,39431,37,36,46503,287,16,23702,19944,13731,2601,3290,17200,3372,13828,17802,3677,14125,2843,239,41177,26587,2013,14590,20316,14851,1204,5465,19944,3792,8276,13755,47940,22630,2686,52919,6449,33858,2324,14,476,409,1425,53176,8041,2012
35017,29602,7.4721861,3961.62527393949,14575,15027,5271,6385,8799,18395,45.799999,44.900002,22602,129,139,14348,12307,7764,1581,2259,9986,1611,8375,10817,1692,9125,1594,180,24047,12843,1103,11204,11666,6448,486,5218,12307,3125,6495,9715,37525,14663,2356,28873,3721,16372,1393,48,325,246,774,29181,4173,2012
35019,4655,1.536059,3030.48214277441,2467,2188,895,1095,1524,3356,40.099998,41.099998,3293,76,1,3538,1374,956,202,181,1813,321,1492,1318,245,1073,186,32,3651,1343,76,2308,2067,656,21,1411,1374,409,903,1212,27242,2214,840,3959,573,1870,151,0,21,50,80,3960,577,2012
35021,612,.28794011,2125.44203911369,320,292,73,98,145,320,53.799999,54.099998,523,0,4,270,243,137,1,32,255,34,221,212,21,191,30,0,531,265,30,266,268,141,11,127,243,61,143,211,31146,467,224,612,67,366,22,2,9,2,9,611,87,2012
35023,4903,1.426592,3436.86119317927,2436,2467,1071,1261,1645,3425,40.200001,38.099998,4004,67,0,2769,1824,1232,276,218,1582,311,1271,1676,383,1293,326,13,3804,2276,274,1528,1903,1162,158,741,1824,500,991,1358,37531,2406,582,4793,581,2751,324,0,26,84,214,4794,808,2012
35025,64670,14.72808,4390.93155335083,33134,31536,15954,18853,25555,51152,31.6,31.200001,55487,2520,181,33141,21002,15649,2655,2658,20066,6306,13760,19049,5090,13959,3743,496,47627,29083,2406,18544,24361,17249,1493,7112,21002,3999,8900,14211,48793,24907,3905,62273,6607,37945,9246,51,2734,1857,4604,62861,13603,2012
35027,20440,4.2309279,4831.09109694717,10056,10384,3165,3878,5176,12137,49.200001,48.099998,17297,82,10,6146,8666,5440,902,1600,7342,1098,6244,7922,1006,6916,896,34,17082,9888,869,7194,8300,5120,410,3180,8666,1724,3841,6507,44149,17458,8792,20192,3029,12180,1265,12,454,300,499,20206,3534,2012
35028,18008,164.9588,109.166640154317,9022,8986,3481,4364,5283,12541,44,43.700001,15932,78,1021,2692,7498,5151,418,1113,6294,139,6155,6431,186,6245,915,13,14196,9543,393,4653,7069,5250,163,1819,7498,332,1203,2544,106426,8371,873,17891,429,15649,1746,49,592,655,450,17881,903,2012
35029,25162,8.4858017,2965.18839778408,12473,12689,5509,6777,9091,17182,38.400002,36.799999,22815,222,52,15526,9105,5999,1305,1556,7769,2393,5376,8302,2410,5892,1646,158,19212,10297,1405,8915,9347,5276,731,4071,9105,3125,5702,8023,29365,11023,1918,24843,3635,9890,3992,82,757,930,2223,24843,5712,2012
35031,71888,13.19092,5449.80939216707,35099,36789,18591,22693,30963,57957,30.299999,28.4,12146,433,506,9744,17518,12100,3787,2623,19238,5642,13596,21687,6194,15493,5658,504,52126,26444,3103,25682,24915,13245,1788,11670,17518,5845,10277,14328,30780,25842,8324,71020,10457,27715,1724,13,505,593,613,71252,27473,2012
35033,4830,2.5009389,1931.27433177297,2467,2363,742,938,1283,3163,46.299999,46.799999,3672,2,0,3874,1700,933,96,284,1832,266,1566,1715,151,1564,252,0,3928,2104,144,1824,2068,1149,49,919,1700,564,850,1368,40000,3304,1604,4830,811,2339,142,0,0,9,133,4830,1097,2012
35035,64176,9.7042141,6613.20925347917,32503,31673,13324,15952,22907,47022,36.099998,34.400002,50689,2487,908,22294,24115,16729,3080,3416,20395,3312,17083,20874,3405,17469,3765,181,50129,28224,2936,21905,25293,15777,1498,9516,24115,5962,12320,19189,39054,30946,6831,62238,9575,32499,7262,295,2473,1181,3313,60663,11900,2012
35037,8956,3.1158359,2874.34909505372,4323,4633,1563,1944,2710,5652,45.5,45.099998,7713,97,47,3804,3509,2213,388,701,2938,570,2368,3308,622,2686,635,44,7282,3470,205,3812,3469,1835,44,1634,3509,1041,2023,2888,33039,5567,2058,8780,1349,4467,132,0,62,23,47,8838,1282,2012
35039,40201,6.8592591,5860.83698920613,19781,20420,8233,9862,13409,29039,39.099998,38.700001,28827,166,177,28714,14959,10258,2539,2386,13208,3128,10080,13584,2674,10910,2269,285,31425,18892,2534,12533,15503,9400,1592,6103,14959,3608,7326,11647,40791,19559,4600,39805,4697,22500,2515,7,805,848,855,39898,8040,2012
35041,19840,8.1064596,2447.43084215062,10091,9749,4273,5160,8584,15526,29.9,28.4,15281,470,193,7896,6861,4586,951,1148,5618,1277,4341,5638,975,4663,1658,34,15305,9531,933,5774,7764,5194,602,2570,6861,1810,3460,5503,39323,8171,1310,18873,3110,9487,1524,47,200,520,757,19509,3752,2012
35043,131302,35.38517,3710.65040919109,64327,66975,28631,34613,45132,97957,38.099998,36.599998,95072,3879,1750,46334,46795,33728,5909,6979,41143,4149,36994,45027,3987,41040,7291,418,100591,63267,5085,37324,48470,32725,3011,15745,46795,6898,15415,29482,58116,52273,5478,130533,12076,89595,7592,40,2049,2210,3293,130429,18817,2012
35045,128600,23.326401,5513.06679104305,63830,64770,31109,37163,49883,100326,32.799999,31.700001,69170,860,480,24496,41791,30979,6478,5355,38486,7632,30854,40231,6908,33323,7693,707,95382,56842,4043,38540,47003,31667,2560,15336,41791,8508,17269,28399,48701,49168,7377,126736,12738,74592,4846,100,1376,1364,2006,127242,37440,2012
35047,29225,6.1972251,4715.82058295251,14476,14749,5268,6426,9639,20538,41.400002,40.900002,22283,405,81,22476,11730,6834,1674,2195,9622,1749,7873,9964,1598,8366,2099,277,23653,11978,1111,11675,11792,6127,488,5665,11730,4006,7068,9875,30499,15525,3795,27635,3982,13416,1318,75,492,204,547,28591,4653,2012
35049,144209,75.525269,1909.41400500697,70059,74150,24888,30069,41278,97846,43,41,123374,1265,1696,73005,60954,35678,6739,14710,49045,7857,41188,53886,5829,48057,6923,868,117750,77278,6998,40472,56764,40017,4282,16747,60954,11203,23256,39824,53642,70999,10045,140951,13199,92181,19155,677,8393,4954,5131,142310,29046,2012
35051,11956,2.861001,4178.95664072575,5963,5993,1827,2212,3023,6236,53.799999,54.200001,10893,79,0,3343,4261,2365,425,977,4487,773,3714,4446,530,3916,430,111,9981,3933,269,6048,5018,2106,143,2912,4261,1573,2710,3739,29185,8373,4112,11663,2186,5418,530,0,47,73,410,11720,2736,2012
35053,17843,2.684499,6646.67878924536,9140,8703,3640,4424,6773,12975,35.799999,32.700001,14155,204,175,8652,5474,3433,786,822,5465,1081,4384,5605,1188,4417,1312,115,13890,6475,462,7415,6989,3343,238,3646,5474,1596,3031,4537,34337,8039,2565,17292,3154,7980,998,20,282,315,381,17733,3244,2012
35055,32775,14.87669,2203.11042676646,16132,16643,5400,6630,8896,21204,45.400002,43,18757,158,254,18376,13373,7955,1918,2803,11426,1656,9770,12453,1212,11241,1496,264,27003,16592,2308,10411,13103,8476,1220,4627,13373,3995,7543,10703,33835,20116,6743,32505,3259,16950,1354,12,481,359,502,32495,7254,2012
35057,16285,4.8686862,3344.84507573008,8348,7937,3146,3914,5286,11391,40.799999,40.700001,14584,82,71,6391,5574,3733,552,890,5704,1136,4568,5295,778,4517,985,82,12928,6298,1058,6630,6664,3323,517,3341,5574,1694,3216,4380,31538,7763,2189,15281,1821,7311,1203,160,365,261,417,15419,3619,2012
35059,4460,1.166396,3823.74362815581,2494,1966,819,959,1282,3110,40.5,39.5,3305,206,6,1772,1672,1078,225,281,1796,448,1348,1382,258,1124,131,12,3606,2093,107,1513,2053,1288,60,765,1672,380,821,1386,40507,2290,618,4102,783,2192,175,0,49,45,81,4120,932,2012
35061,76172,71.444183,1066.17495988398,38538,37634,16421,19987,26838,56480,37.400002,36.299999,49592,991,525,44347,27446,19687,3751,4033,24636,4992,19644,24698,3884,20814,4514,511,58532,33106,3728,25426,29513,17799,2217,11714,27446,6433,12968,20871,42525,29946,2500,73939,7238,41608,5497,125,1173,1419,2780,74279,11464,2012
36001,304511,582.45721,522.804139633079,147190,157321,48752,60306,101535,222876,38.200001,36.599998,237873,38343,14654,15091,122674,70159,15079,28275,95880,8383,87497,107096,8717,98379,20437,465,251905,165218,11510,86687,120159,83240,6653,36919,122674,20045,41477,74479,59359,137426,14752,288524,19414,212883,27310,796,10001,7417,9096,300805,21584,2012
36003,48837,47.446449,1029.30772497788,24748,24089,8417,10515,18291,35102,37.799999,36.099998,46960,627,529,686,18843,12381,1748,3260,15077,2133,12944,15469,1567,13902,4665,123,39919,23310,2052,16609,20186,12655,1267,7531,18843,4153,8907,14689,42095,26046,7203,43631,5124,26150,1053,234,340,172,307,48360,4537,2012
36005,1386364,32933.16,42.0963000600775,650728,735636,303234,369168,529740,1105241,32.700001,30.5,312055,481739,49489,741954,473281,310803,148923,90464,381008,118722,262286,475616,145276,330340,92188,10055,1062546,632705,89734,429841,485127,310284,44399,174843,473281,155059,262810,376666,34300,512420,39139,1350074,185125,623704,464023,14838,148940,132859,167386,1361525,217009,2012
36007,199928,283.27802,705.766062236582,98022,101906,32644,40244,65952,141611,40.200001,37.900002,176883,9327,7008,6771,80223,48874,9344,17349,63852,6755,57097,70124,7443,62681,13328,489,164946,99597,8363,65349,79962,52104,4767,27858,80223,16805,35354,58105,45856,90357,10134,190109,18492,122656,11700,744,3406,3312,4238,197130,18157,2012
36009,80166,61.272572,1308.35050046564,39681,40485,15360,18736,26534,56723,40.799999,40.099998,74589,1111,597,1385,32419,20617,3440,5763,26109,3640,22469,27523,3147,24376,4712,445,63692,39147,3432,24545,31263,20649,2160,10614,32419,6925,15026,25189,43202,41085,8666,77382,8927,46313,1330,123,304,334,569,79333,9476,2012
36011,79996,115.671,691.582360999356,40809,39187,13824,17275,24317,57001,41.599998,40.599998,74104,3478,474,1927,31427,20349,3447,6069,28254,5010,23244,27425,3029,24396,4457,355,65100,40438,3318,24662,33292,21215,1979,12077,31427,5345,12321,22016,50950,36448,5021,75529,6410,52192,1939,125,426,314,1074,76272,8260,2012
36013,134599,126.9531,1060.22644120359,66287,68312,23835,29333,44624,94191,40.599998,39.400002,125574,3161,894,8257,54950,34342,6664,10820,43429,6366,37063,46546,5385,41161,9027,770,109091,64637,5277,44454,53278,33790,2871,19488,54950,13209,26235,42375,41975,66832,11882,128546,13479,77541,2580,120,624,380,1456,131857,12094,2012
36015,88779,217.942,407.351558385599,44313,44466,16242,19776,27978,63225,40.900002,39,79138,5446,984,2288,35452,22453,4604,7263,29911,3990,25921,30890,3104,27786,4925,173,71519,42129,3051,29390,35309,20904,1715,14405,35452,7315,15598,25600,48128,38326,2874,83012,7001,54990,2304,118,563,660,963,84522,7058,2012
36017,50490,56.505051,893.5484179849479,25179,25311,9157,11454,15290,34906,42.900002,42.099998,48781,284,150,946,19779,13493,2081,3409,17308,2972,14336,17892,2145,15747,2843,204,40601,24383,2103,16218,20138,13222,1368,6916,19779,3972,8743,14856,44127,24671,4892,49570,5373,31109,900,17,193,107,583,49843,5308,2012
36019,82054,79.061333,1037.85243174872,42238,39816,12744,15847,26630,60943,39.099998,37.900002,75715,3435,853,2096,31820,20105,3534,5808,28422,5176,23246,27002,3511,23491,5453,158,68351,39998,3155,28353,35129,20905,2018,14224,31820,6203,12908,22205,50522,35809,3989,74025,6427,50376,4086,278,1107,880,1821,77496,5609,2012
36021,62881,99.071167,634.705371607899,31671,31210,10038,12758,17617,41579,45.299999,44,57054,2823,1011,2456,25476,16349,2687,4662,22207,3040,19167,23057,2555,20502,3353,357,51950,32658,2759,19292,25888,17259,1462,8629,25476,3838,8820,15933,56445,32710,7234,60511,5097,44582,3673,109,572,837,2155,60822,5902,2012
36023,49453,99.151894,498.760043675878,24142,25311,8387,10304,19080,36933,35.799999,35.099998,46737,768,498,1145,17809,10993,1930,3700,14746,1766,12980,15627,1325,14302,4104,104,40337,24702,1904,15635,19480,12729,1229,6751,17809,3420,7377,12835,47497,20524,2715,45831,4933,30058,1078,2,223,260,593,48955,4114,2012
36025,47851,33.173649,1442.44006690378,24042,23809,7423,9342,14232,31076,45.299999,44.400002,45527,763,407,1557,19920,12686,2013,3831,16611,2599,14012,17008,1884,15124,3190,217,39831,22902,2121,16929,19975,12367,1358,7608,19920,4164,9304,15192,43004,31143,11223,45997,4683,29554,1756,66,231,289,1170,47259,4839,2012
36027,297291,373.65491,795.629842300428,148019,149272,52392,65685,98209,219386,40.200001,39.200001,235943,29134,11167,31060,107734,73348,11082,18899,97867,11104,86763,101215,10108,91107,20308,404,240985,156376,13997,84609,119363,82945,7838,36418,107734,13114,29536,56410,71508,118256,10522,280471,16096,222358,35171,1192,9015,8963,16001,289408,27031,2012
36029,919542,881.89111,1042.6934240622,443476,476066,160462,198471,294743,657568,40.299999,38.5,736093,122004,24746,41901,379980,231367,52892,83157,293427,30412,263015,331372,35732,295640,53080,2127,746507,475348,39053,271159,355353,242416,21816,112937,379980,77273,156428,259223,49977,420143,40163,893110,73050,619730,58001,3441,19613,12470,22477,906922,62244,2012
36031,39309,21.908581,1794.22829758285,20545,18764,5828,7423,10525,26304,44.599998,42.700001,36708,1185,167,1005,16198,10121,1297,3293,14930,2263,12667,13854,1203,12651,2046,68,33048,19473,1601,13575,17311,10168,922,7143,16198,2794,6634,11933,47400,25531,9333,36728,3311,25248,1767,93,427,474,773,36809,3560,2012
36033,51698,31.733721,1629.11880055043,28388,23310,8607,10644,15999,38438,39.299999,37.5,43360,3333,552,1595,19170,12431,1957,3649,19573,3681,15892,16126,1885,14241,2712,223,42361,22710,2115,19651,23593,12127,1334,11466,19170,4181,8603,13979,45702,25277,6107,45379,4491,28697,2777,62,847,681,1187,46344,5500,2012
36035,55358,111.7285,495.469044644222,27467,27891,9820,12193,16601,38957,41.700001,40.599998,52865,868,403,1307,22511,15079,3257,3977,18836,3154,15682,19921,2746,17175,3076,261,44819,26769,2635,18050,22053,13691,1806,8362,22511,4452,10006,16787,45333,28525,6014,53590,5679,33591,1181,41,326,134,680,54028,5404,2012
